college_name,no_of_applications,no_of_apps_accepted,no_of_enrolled,PctTop10HS,PctTop25HS,no_of_FT,no_of_PT,outstate_tuition,room_board_cost,books_cost,personal_spending,pct_phd_faculty,pct_termianl_faculty,sf_ratio,pct_alumni_donors,exp_per_student,total_misc_cost,accept_rate,is_private,grad_rate_round
Mount Marty College,0.004123883,0.007769061,0.014314928,0.168421053,0.307692308,0.014633062,0.019876345,0.232644628,0.189155107,0.180035651,0.038167939,0.406593407,0.407894737,0.246648794,0.59375,0.035572228,0.057562077,0.987226493,Yes,0.38
Mount Mary College,0.003207465,0.005522127,0.013528394,0.115789474,0.252747253,0.025139665,0.022257843,0.34142562,0.211065574,0.202317291,0.133587786,0.472527473,0.355263158,0.219839142,0.40625,0.072200124,0.149435666,0.90940272,Yes,0.76
Mount Mercy College,0.005977548,0.00933049,0.019506056,0.2,0.43956044,0.021171915,0.024776735,0.421487603,0.279791929,0.180035651,0.310687023,0.395604396,0.342105263,0.235924933,0.46875,0.066148887,0.323927765,0.836073329,Yes,0.61
Mount Saint Clare College,0.005081957,0.00807373,0.009438414,0.157894737,0.263736264,0.00714195,0.003984429,0.390495868,0.294766709,0.180035651,0.145038168,0.263736264,0.171052632,0.297587131,0.671875,0.062944182,0.212189616,0.850739208,Yes,0.12
Mount Saint Mary's College,0.025826339,0.041396908,0.046090923,0.147368421,0.296703297,0.035043169,0.003572246,0.542871901,0.696721311,0.202317291,0.099236641,0.758241758,0.763157895,0.27613941,0.5625,0.10085396,0.471783296,0.854997043,Yes,0.79
Mount Saint Mary College,0.022681357,0.023726103,0.031933302,0.136842105,0.428571429,0.032726003,0.019601557,0.264979339,0.444514502,0.068627451,0.175572519,0.725274725,0.671052632,0.343163539,0.359375,0.069975682,0.313769752,0.519810763,Yes,0.88
Mount St. Mary's College,0.011996751,0.017708889,0.012269939,0.378947368,0.89010989,0.028567801,0.021296084,0.523450413,0.61443884,0.237967914,0.156946565,0.494505495,0.618421053,0.252010724,0.296875,0.140007918,0.464559819,0.784033116,Yes,0.7
Mount Union College,0.025597234,0.038616802,0.066540821,0.263157895,0.571428571,0.038915693,0.006549118,0.511880165,0.275851198,0.135472371,0.13740458,0.846153846,0.828947368,0.380697051,0.546875,0.075951515,0.181715576,0.797752809,Yes,0.8
Mount Vernon Nazarene College,0.00893508,0.01572854,0.047034765,0.178947368,0.296703297,0.030948451,0.004259217,0.261363636,0.246847415,0.22459893,0.053435115,0.538461538,0.434210526,0.463806971,0.109375,0.069428997,0.121444695,0.942046127,Yes,0.54
Muhlenberg College,0.050777914,0.067179526,0.067170049,0.305263158,0.571428571,0.048152616,0.016075109,0.755940083,0.438997478,0.22459893,0.091603053,0.747252747,0.815789474,0.27613941,0.609375,0.145192,0.28724605,0.679361325,Yes,0.82
Murray State University,0.044654573,0.069997715,0.181689476,0.294736842,0.505494505,0.185024124,0.043691321,0.123863636,0.20964691,0.26916221,0.105343511,0.703296703,0.684210526,0.474530831,0.421875,0.052519464,0.144469526,0.832525133,No,0.47
Muskingum College,0.021410868,0.032371087,0.053484348,0.242105263,0.406593407,0.030980193,0.003160064,0.563016529,0.336380832,0.22459893,0.083969466,0.714285714,0.802631579,0.292225201,0.421875,0.115878372,0.208126411,0.800591366,Yes,0.71
National-Louis University,0.008997563,0.010472999,0.038382885,0.231578947,0.428571429,0.0751968,0.023082207,0.348657025,0.428751576,0.24688057,0.038167939,0.593406593,0.539473684,0.423592493,0.03125,0.088958848,0.246049661,0.617267889,Yes,0.69
Nazareth College of Rochester,0.018036782,0.027648717,0.036337895,0.368421053,0.648351648,0.036027171,0.021525074,0.439566116,0.531210593,0.202317291,0.083969466,0.758241758,0.907894737,0.297587131,0.375,0.105774125,0.341986456,0.813956239,Yes,0.57
New Jersey Institute of Technology,0.037448191,0.043567675,0.070473494,0.273684211,0.582417582,0.100685627,0.07533776,0.335330579,0.566834805,0.26916221,0.244274809,0.923076923,0.973684211,0.294906166,0.296875,0.176126831,0.502934537,0.582732111,No,0.7
New Mexico Institute of Mining and Tech.,0.014704351,0.020146241,0.031146767,0.410526316,0.703296703,0.027869477,0.018777193,0.156818182,0.226040353,0.22459893,0.129770992,1,1,0.300268097,0.171875,0.114144061,0.162979684,0.720520402,No,0.27
New York University,0.281444609,0.273135806,0.388548057,0.726315789,0.846153846,0.38944261,0.12882986,0.795867769,0.864123581,0.157754011,0.114503817,0.868131868,0.973684211,0.142091153,0.25,0.340094633,0.591647856,0.447545831,Yes,0.69
Newberry College,0.016474705,0.024754361,0.018719522,0.136842105,0.296703297,0.014664804,0.001602931,0.405681818,0.12925599,0.180035651,0.190839695,0.538461538,0.513157895,0.238605898,0.5,0.049050842,0.127539503,0.796570077,Yes,0.82
Niagara University,0.044550434,0.065656181,0.067956583,0.673684211,0.989010989,0.056500762,0.015250744,0.412190083,0.470050441,0.157754011,0.061068702,0.659340659,1,0.313672922,0.3125,0.086753257,0.269977427,0.774098167,Yes,0.62
North Adams State College,0.03086664,0.035532028,0.032247916,0,0.10989011,0.039391823,0.006182734,0.165392562,0.401954603,0.180035651,0.114503817,0.626373626,0.618421053,0.313672922,0.265625,0.063641676,0.266365688,0.577764636,No,0.53
North Carolina A. & T. State University,0.09847333,0.114898317,0.219285827,0.115789474,0.263736264,0.191182072,0.039844287,0.230681818,0,0.22459893,0.21389313,0.703296703,0.631578947,0.380697051,0.140625,0.073595114,0.063318284,0.576936724,No,0.38
North Carolina State University at Raleigh,0.219794639,0.266280753,0.494100991,0.4,0.758241758,0.519489589,0.250973208,0.313016529,0.750315259,0.22459893,0.160305344,0.923076923,0.973684211,0.402144772,0.328125,0.122231229,0.560948081,0.60295683,No,0.58
North Carolina Wesleyan College,0.015225043,0.023497601,0.025169105,0.063157895,0.164835165,0.016093195,0.003801237,0.304855372,0.386191677,0.22459893,0.159541985,0.758241758,0.697368421,0.273458445,0.171875,0.130148736,0.2996614,0.820816085,Yes,0.47
North Central College,0.021785766,0.030923909,0.042944785,0.305263158,0.604395604,0.037169883,0.035035493,0.484400826,0.88556116,0.157754011,0.236641221,0.714285714,0.828947368,0.372654155,0.515625,0.107169114,0.697291196,0.745002957,Yes,0.74
North Dakota State University,0.060129548,0.08473608,0.247758377,0.126315789,0.417582418,0.229462925,0.051614381,0.180475207,0.151954603,0.22459893,0.267175573,0.78021978,0.776315789,0.388739946,0.375,0.058891172,0.211512415,0.73258427,No,0.36
North Park College,0.007997834,0.01100617,0.022180274,0.189473684,0.32967033,0.023489081,0.007098695,0.52892562,0.404319042,0.135472371,0.109923664,0.747252747,0.723684211,0.284182306,0.375,0.145210851,0.253386005,0.735422827,Yes,0.72
Northeast Missouri State University,0.12411222,0.171566761,0.249331446,0.368421053,0.692307692,0.174612748,0.012136478,0.129958678,0.257881463,0.135472371,0.129770992,0.67032967,0.631578947,0.353887399,0.203125,0.064376873,0.163205418,0.713542283,No,0.74
Northeastern University,0.246183325,0.320664179,0.39043574,0.157894737,0.362637363,0.349828593,0.468055874,0.570247934,0.88981715,0.22459893,0.229007634,0.714285714,0.763157895,0.278820375,0.265625,0.12021415,0.711625282,0.661265523,Yes,0.4
Northern Arizona University,0.121008893,0.185048366,0.304860783,0.231578947,0.428571429,0.352653631,0.12278452,0.227582645,0.307061791,0.233511586,0.319389313,0.769230769,0.776315789,0.514745308,0.109375,0.056006937,0.363431151,0.807214666,No,0.35
Northern Illinois University,0.221294233,0.272183715,0.371558911,0.115789474,0.307692308,0.466194769,0.090588505,0.28197314,0.238965952,0.166666667,0.229007634,0.714285714,0.710526316,0.396782842,0.171875,0.054668502,0.230925508,0.614784151,No,0.52
Northwest Missouri State University,0.05515173,0.093799985,0.192229039,0.073684211,0.21978022,0.147536821,0.021570872,0.072055785,0.213745271,0.068627451,0.210687023,0.593406593,0.539473684,0.514745308,0.359375,0.039549833,0.174492099,0.915907747,No,0.49
Northwest Nazarene College,0.011142815,0.016832965,0.055057417,0.294736842,0.472527473,0.030980193,0.002702084,0.387396694,0.163934426,0.157754011,0.087328244,0.56043956,0.460526316,0.329758713,0.3125,0.057967463,0.07020316,0.804139562,Yes,0.54
Northwestern College,0.016224772,0.028143804,0.052068586,0.221052632,0.516483516,0.028599543,0.0023357,0.390495868,0.204129887,0.090909091,0.236641221,0.659340659,0.578947368,0.332439678,0.53125,0.059777179,0.192437923,0.93258427,Yes,0.65
Northwestern University,0.25426447,0.195292863,0.293691993,0.884210526,0.978021978,0.232065769,0.002015113,0.726446281,0.589533417,0.295454545,0.203816794,0.967032967,1,0.115281501,0.390625,0.437329161,0.495936795,0.317681845,Yes,0.92
Norwich University,0.034615625,0.05914388,0.092968381,0.073684211,0.21978022,0.054691468,0.01744905,0.609194215,0.550126103,0.180035651,0.083969466,0.692307692,0.657894737,0.284182306,0.34375,0.113540822,0.349887133,0.919929036,Yes,0.6
Notre Dame College,0.006206652,0.009597075,0.011326097,0.147368421,0.307692308,0.011458862,0.01419739,0.395144628,0.491803279,0.135472371,0.053435115,0.395604396,0.302631579,0.257372654,0.40625,0.033215827,0.274266366,0.828385571,Yes,0.26
Oakland University,0.06164997,0.095551832,0.179015259,0.157894737,0.516483516,0.20003809,0.18232196,0.349896694,0.354665826,0.135472371,0.061068702,0.879120879,0.868421053,0.461126005,0.203125,0.065055517,0.181715576,0.821052632,No,0.48
Oberlin College,0.097827672,0.102635387,0.10114834,0.515789474,0.879120879,0.077704418,0.005449966,0.895144628,0.636822194,0.213458111,0.132671756,0.758241758,0.947368421,0.203753351,0.734375,0.252738138,0.456433409,0.502188054,Yes,0.82
Occidental College,0.046716514,0.047490289,0.052697813,0.536842105,0.791208791,0.049104876,0.001557133,0.734504132,0.5296343,0.205882353,0.137709924,0.912087912,0.907894737,0.214477212,0.46875,0.245254209,0.381489842,0.488586635,Yes,0.78
Oglethorpe University,0.014808489,0.021974255,0.023753343,0.578947368,0.857142857,0.019997461,0.01722006,0.545454545,0.403530895,0.22459893,0.589312977,0.912087912,0.934210526,0.284182306,0.421875,0.101457198,0.62979684,0.786398581,Yes,0.64
Ohio Northern University,0.059463062,0.086449844,0.099732578,0.357894737,0.582417582,0.075006348,0.002976872,0.705061983,0.362547289,0.22459893,0.08778626,0.714285714,0.710526316,0.321715818,0.484375,0.128056252,0.229683973,0.760733294,Yes,0.82
Ohio University,0.227896611,0.313275954,0.495202139,0.210526316,0.494505495,0.467305739,0.059949622,0.273192149,0.364911728,0.202317291,0.312977099,0.78021978,0.828947368,0.479892761,0.203125,0.106038042,0.39221219,0.707628622,No,0.61
Ohio Wesleyan University,0.043925603,0.062000152,0.066540821,0.368421053,0.615384615,0.052088624,0.002152507,0.74338843,0.610025221,0.202317291,0.045801527,0.934065934,0.907894737,0.257372654,0.5,0.166361905,0.37020316,0.735422827,Yes,0.73
Oklahoma Baptist University,0.014100348,0.023192932,0.070630801,0.357894737,0.549450549,0.049771458,0.032241814,0.157541322,0.214375788,0.186720143,0.158778626,0.604395604,0.618421053,0.337801609,0.28125,0.043829057,0.166478555,0.879834418,Yes,0.45
Oklahoma Christian University,0.014475246,0.026391957,0.049708982,0.221052632,0.384615385,0.040629761,0.010396153,0.209710744,0.215952081,0.180035651,0.251908397,0.549450549,0.526315789,0.367292225,0.125,0.063943296,0.23476298,0.983205204,Yes,0.39
Oklahoma State University,0.092495782,0.146279229,0.33758062,0.294736842,0.527472527,0.402837735,0.075887337,0.154752066,0.246532156,0.31372549,0.435114504,0.835164835,0.894736842,0.343163539,0.21875,0.06120987,0.425959368,0.840685985,No,0.43
Otterbein College,0.029471185,0.043148755,0.061821614,0.263157895,0.527472527,0.04789868,0.042821159,0.544834711,0.419293821,0.144385027,0.090076336,0.593406593,0.578947368,0.305630027,0.46875,0.105868381,0.251693002,0.769958604,Yes,0.87
Ouachita Baptist University,0.017266157,0.026696626,0.065282366,0.315789474,0.703296703,0.037169883,0.002747882,0.21642562,0.160781841,0.180035651,0.190839695,0.604395604,0.565789474,0.289544236,0.15625,0.060832846,0.150112867,0.821998817,Yes,0.62
Our Lady of the Lake University,0.046383271,0.04813771,0.040899796,0.221052632,0.406593407,0.033741747,0.043095947,0.319731405,0.293820933,0.231729055,0.202442748,0.527472527,0.526315789,0.332439678,0.390625,0.074047543,0.267042889,0.501951508,Yes,0.3
Pace University,0.170266386,0.140071597,0.233915369,0.378947368,0.67032967,0.179977146,0.200503778,0.44731405,0.532786885,0.251336898,0.132061069,0.901098901,0.934210526,0.302949062,0.15625,0.129564349,0.391083521,0.354464814,Yes,0.58
Pacific Lutheran University,0.031699748,0.050270394,0.073776939,0.315789474,0.648351648,0.077482224,0.013785207,0.566735537,0.426860025,0.22459893,0.193282443,0.769230769,0.710526316,0.227882038,0.359375,0.11772579,0.353724605,0.844352454,Yes,0.82
Pacific Union College,0.017890988,0.022697844,0.055057417,0.2,0.428571429,0.037360335,0.006320128,0.495092975,0.322351828,0.237967914,0.255877863,0.43956044,0.828947368,0.262734584,0.1875,0.11256056,0.328555305,0.657717327,Yes,0.66
Pacific University,0.017953471,0.029590982,0.039798647,0.421052632,0.681318681,0.028631285,0.001557133,0.613119835,0.348991173,0.157754011,0.129770992,0.747252747,0.684210526,0.225201072,0.34375,0.151375196,0.234085779,0.882081609,Yes,0.36
Pembroke State University,0.017974299,0.026734709,0.063709297,0.136842105,0.274725275,0.064594972,0.02418136,0.207644628,0.154476671,0.202317291,0.190534351,0.758241758,0.697368421,0.335120643,0.078125,0.061398383,0.151015801,0.786989947,No,0.43
Pennsylvania State Univ. Main Campus,0.400599838,0.391195064,0.537203083,0.494736842,0.923076923,0.914137887,0.092695214,0.428977273,0.359394704,0.185383244,0.327328244,0.758241758,0.947368421,0.418230563,0.296875,0.10945011,0.394582393,0.450620934,No,0.6
Pepperdine University,0.07789557,0.074834336,0.101462954,0.894736842,0.956043956,0.07456196,0.028577971,0.819214876,0.786569987,0.180035651,0.06870229,0.956043956,0.973684211,0.243967828,0.203125,0.245046845,0.507900677,0.447782377,Yes,0.63
Peru State College,0.012913169,0.016337878,0.066540821,0.094736842,0.340659341,0.026028441,0.020883902,0.012396694,0.133039092,0.180035651,0.099236641,0.43956044,1,0.471849866,0.375,0.031745433,0.062528217,0.662566529,No,0.38
Pfeiffer College,0.015766563,0.022050423,0.019506056,0.105263158,0.175824176,0.016347131,0.007373483,0.325413223,0.302648172,0.135472371,0.254198473,0.593406593,0.5,0.260053619,0.203125,0.083850171,0.28724605,0.736014193,Yes,0.43
Philadelphia Coll. of Textiles and Sci.,0.030345948,0.045205271,0.06811389,0.189473684,0.362637363,0.048406552,0.04767575,0.482954545,0.517339218,0.22459893,0.215877863,0.43956044,0.736842105,0.278820375,0.234375,0.091277546,0.435214447,0.785452395,Yes,0.65
Phillips University,0.01272572,0.01919415,0.02186566,0.189473684,0.450549451,0.014537836,0.003755439,0.421487603,0.327868852,0.22459893,0.105343511,0.549450549,0.526315789,0.243967828,0.296875,0.109412408,0.217832957,0.801774098,Yes,0.33
Piedmont College,0.012121717,0.01866098,0.014472235,0.2,0.340659341,0.015934485,0.002839478,0.170454545,0.290037831,0.22459893,0.076335878,0.89010989,0.855263158,0.286863271,0.265625,0.077723528,0.169300226,0.819869899,Yes,0.24
Pikeville College,0.006727345,0.012491431,0.021079125,0.284210526,0.428571429,0.020886237,0.004534005,0.189049587,0.192307692,0.180035651,0.038167939,0.43956044,0.434210526,0.292225201,0.21875,0.044696213,0.059819413,0.988290952,Yes,0.57
Point Loma Nazarene College,0.01516256,0.023421433,0.061821614,0.2,0.373626374,0.055548502,0.009892375,0.404855372,0.379886507,0.31372549,0.076335878,0.692307692,0.618421053,0.36461126,0.296875,0.088770336,0.256207675,0.821643998,Yes,0.49
Point Park College,0.016537188,0.0255922,0.027056788,0.063157895,0.318681319,0.032821229,0.064163041,0.380165289,0.480769231,0.135472371,0.145038168,0.406593407,0.868421053,0.321715818,0.15625,0.084189492,0.334085779,0.822945003,Yes,0.63
Polytechnic University,0.021889905,0.029514815,0.042000944,0.6,0.879120879,0.039360081,0.009754981,0.715909091,0.381462799,0.151515152,0.341374046,0.901098901,0.868421053,0.211796247,0.21875,0.210059004,0.412189616,0.702188054,Yes,0.58
Prairie View A. and M. University,0.048403557,0.082336812,0.161396885,0.094736842,0.142857143,0.140458354,0.02047172,0.10072314,0.27112232,0.223707665,0.203358779,0.516483516,0.907894737,0.45308311,0.015625,0.052425208,0.249435666,0.915907747,No,0.28
Presbyterian College,0.02084852,0.02894356,0.042000944,0.347368421,0.593406593,0.031551549,0.001328143,0.491683884,0.29240227,0.204099822,0.18,0.791208791,0.802631579,0.292225201,0.65625,0.09742304,0.242437923,0.726670609,Yes,0.84
Princeton University,0.273613396,0.075024754,0.175869121,0.936842105,0.978021978,0.139696546,0.006640714,0.907024793,0.651008827,0.25802139,0.202290076,0.912087912,0.947368421,0.158176944,0.84375,0.473806247,0.529345372,0,Yes,1
Providence College,0.105346469,0.12468581,0.147553878,0.2,0.505494505,0.11357288,0.062147928,0.622933884,0.696721311,0.157754011,0.129770992,0.637362637,0.657894737,0.426273458,0.546875,0.093294626,0.483069977,0.587344766,Yes,0.97
Purdue University at West Lafayette,0.452439964,0.71109757,0.918515023,0.294736842,0.56043956,0.827640934,0.186123197,0.372727273,0.348360656,0.211229947,0.123664122,0.857142857,0.815789474,0.420911528,0.234375,0.102135842,0.242663657,0.834062685,No,0.64
Queens College,0.009060046,0.012186762,0.018719522,0.326315789,0.582417582,0.015585322,0.025097321,0.448347107,0.502837327,0.229055258,0.251908397,0.714285714,0.671052632,0.308310992,0.5625,0.11553905,0.452595937,0.715789474,Yes,0.54
Quincy University,0.019661342,0.024183106,0.041214409,0.221052632,0.626373626,0.029551803,0.00325166,0.400826446,0.372005044,0.157754011,0.126717557,0.67032967,0.618421053,0.36997319,0.5,0.06963636,0.248306998,0.633116499,Yes,0.79
Quinnipiac College,0.075625351,0.079252037,0.121283624,0.168421053,0.395604396,0.080561199,0.032653996,0.500516529,0.687263556,0.40285205,0.038167939,0.604395604,0.644736842,0.254691689,0.515625,0.106716685,0.470654628,0.503252513,Yes,0.85
Radford University,0.11707246,0.183639272,0.268522888,0.147368421,0.307692308,0.251968004,0.021570872,0.224380165,0.367276166,0.180035651,0.099236641,0.714285714,0.776315789,0.45844504,0.140625,0.025128659,0.230248307,0.83240686,No,0.58
Ramapo College of New Jersey,0.041801179,0.033704014,0.051439358,0.052631579,0.21978022,0.082719655,0.088710785,0.10893595,0.485498108,0.22459893,0.214503817,0.725274725,0.934210526,0.410187668,0.125,0.078175957,0.411399549,0.359314015,No,0.42
Randolph-Macon College,0.0351988,0.04771879,0.042630171,0.210526316,0.406593407,0.029583545,0.001190749,0.594008264,0.308165195,0.135472371,0.099236641,0.758241758,0.736842105,0.219839142,0.59375,0.148811431,0.176636569,0.702188054,Yes,0.72
Randolph-Macon Woman's College,0.012809031,0.020717496,0.021079125,0.357894737,0.626373626,0.016315389,0.002518892,0.60072314,0.682534678,0.122103387,0.102290076,0.879120879,0.960526316,0.179624665,0.375,0.248308104,0.443566591,0.86410408,Yes,0.65
Reed College,0.0392602,0.051946074,0.045933616,0.484210526,0.78021978,0.033646521,0.002747882,0.910123967,0.58480454,0.180035651,0.030534351,0.901098901,0.868421053,0.249329759,0.578125,0.239410334,0.335214447,0.681135423,Yes,0.65
Regis College,0.007206382,0.011920177,0.016989146,0.178947368,0.318681319,0.014029964,0.024364552,0.535123967,0.633669609,0.157754011,0.06870229,0.802197802,0.802631579,0.209115282,0.578125,0.16159255,0.392776524,0.88361916,Yes,0.83
Rensselaer Polytechnic Institute,0.102368109,0.155876304,0.141733522,0.547368421,0.802197802,0.131792788,0.00068697,0.781766529,0.661412358,0.505347594,0.129770992,0.945054945,0.973684211,0.345844504,0.328125,0.234113145,0.545823928,0.80331165,Yes,0.67
Rhodes College,0.046258305,0.066989108,0.056001258,0.6,0.802197802,0.038280853,0.002656286,0.664256198,0.470996217,0.202317291,0.190839695,0.901098901,0.947368421,0.222520107,0.734375,0.192320018,0.377878104,0.75801301,Yes,0.75
Rider University,0.073001062,0.089572702,0.1093283,0.157894737,0.241758242,0.082814881,0.059903824,0.563533058,0.573770492,0.26916221,0.435114504,0.835164835,0.894736842,0.262734584,0.359375,0.152939846,0.648984199,0.616794796,Yes,0.67
Ripon College,0.010538812,0.016337878,0.027686015,0.284210526,0.472527473,0.018918233,0.001236547,0.664256198,0.365699874,0.113190731,0.061068702,0.868131868,0.868421053,0.184986595,0.765625,0.175052312,0.183972912,0.826729746,Yes,0.61
Rivier College,0.00839356,0.01195826,0.016674532,0.052631579,0.208791209,0.014315642,0.054728647,0.388946281,0.485498108,0.22459893,0.129770992,0.56043956,0.460526316,0.260053619,0.296875,0.067072596,0.348758465,0.760496747,Yes,0.8
Roanoke College,0.044696228,0.065427679,0.063237376,0.273684211,0.494505495,0.041931183,0.010899931,0.572572314,0.416929382,0.157754011,0.145038168,0.846153846,0.855263158,0.28150134,0.40625,0.117235659,0.294018059,0.76794796,Yes,0.7
Rockhurst College,0.017786849,0.029933734,0.048765141,0.221052632,0.450549451,0.031361097,0.034485917,0.369318182,0.365699874,0.180035651,0.190839695,0.571428571,0.723684211,0.219839142,0.328125,0.081682282,0.296839729,0.902542874,Yes,0.78
Rocky Mountain College,0.009976465,0.012186762,0.036967123,0.105263158,0.241758242,0.019172169,0.00535837,0.330268595,0.249369483,0.22459893,0.057251908,0.527472527,0.710526316,0.235924933,0.421875,0.061002507,0.126072235,0.645180367,Yes,0.65
Roger Williams University,0.067127653,0.104044482,0.101305647,0.094736842,0.120879121,0.062595226,0.06814747,0.525826446,0.673076923,0.180035651,0.073282443,0.395604396,0.394736842,0.372654155,0.125,0.089939111,0.430022573,0.821052632,Yes,0.57
Rollins College,0.035323766,0.041092239,0.054585496,0.315789474,0.505494505,0.04853352,0.04813373,0.727530992,0.542244641,0.382798574,0.076335878,0.802197802,0.802631579,0.289544236,0.359375,0.157878862,0.389954853,0.583323477,Yes,0.9
Rosary College,0.007352175,0.009482824,0.016674532,0.284210526,0.483516484,0.01539487,0.012273872,0.444731405,0.444514502,0.202317291,0.106870229,0.78021978,0.763157895,0.278820375,0.46875,0.114577639,0.296839729,0.692016558,Yes,0.8
Rowan College of New Jersey,0.077874742,0.051755655,0.103822558,0.210526316,0.67032967,0.163915693,0.180490039,0.104132231,0.480769231,0.31372549,0.083969466,0.747252747,0.75,0.525469169,0.09375,0.076649009,0.334085779,0.260319338,No,0.46
Rutgers at New Brunswick,1,1,0.705521472,0.368421053,0.769230769,0.674898426,0.169956492,0.261880165,0.467843632,0.264705882,0.268549618,0.901098901,0.934210526,0.455764075,0.296875,0.1373876,0.448871332,0.46481372,No,0.75
Rutgers State University at Camden,0.06841897,0.063980501,0.03098946,0.273684211,0.769230769,0.077640934,0.059491642,0.261931818,0.467843632,0.264705882,0.268549618,0.901098901,0.934210526,0.431635389,0.1875,0.130978189,0.448871332,0.432879953,No,0.53
Rutgers State University at Newark,0.118801158,0.099702948,0.072990404,0.263157895,0.582417582,0.122714576,0.086329288,0.261880165,0.467843632,0.264705882,0.268549618,0.901098901,0.934210526,0.399463807,0.25,0.163854695,0.448871332,0.367238321,No,0.54
Sacred Heart University,0.046362444,0.069464544,0.074563473,0.189473684,0.461538462,0.049771458,0.086466682,0.450929752,0.630517024,0.135472371,0.053435115,0.692307692,0.644736842,0.329758713,0.25,0.07416065,0.373589165,0.789237138,Yes,0.81
Saint Ambrose University,0.016995397,0.024602026,0.037910964,0.115789474,0.428571429,0.038280853,0.017815434,0.418904959,0.353089533,0.180035651,0.190839695,0.527472527,0.421052632,0.310991957,0.25,0.080268441,0.287810384,0.763926671,Yes,0.67
Saint Anselm College,0.041946973,0.056401858,0.075350008,0.147368421,0.340659341,0.05504063,0.004259217,0.54803719,0.570617907,0.157754011,0.132824427,0.681318681,0.763157895,0.321715818,0.453125,0.066601316,0.39503386,0.694027203,Yes,0.98
Saint Cloud State University,0.081019724,0.123162465,0.296680824,0.094736842,0.274725275,0.36039868,0.100984658,0.099121901,0.133196721,0.113190731,0.249465649,0.681318681,0.671052632,0.439678284,0.15625,0.027202292,0.156772009,0.801892371,No,0.54
Saint Francis College IN,0.002749255,0.003579861,0.007865345,0.126315789,0.296703297,0.011871508,0.011266316,0.32696281,0.321563682,0.157754011,0.114503817,0.384615385,0.710526316,0.268096515,0.0625,0.080193036,0.203160271,0.738971023,Yes,0.43
Saint Francis College,0.020098723,0.028638891,0.03916942,0.210526316,0.395604396,0.034408329,0.020609114,0.441115702,0.515447667,0.135472371,0.150381679,0.615384615,0.526315789,0.450402145,0.375,0.07838332,0.362866817,0.749024246,Yes,0.66
Saint John's University,0.017745194,0.027724884,0.064338524,0.178947368,0.395604396,0.049263586,0.00325166,0.511725207,0.362704918,0.180035651,0.053435115,0.747252747,0.802631579,0.254691689,0.59375,0.125681,0.193115124,0.831342401,Yes,0.67
Saint Joseph's College IN,0.017474434,0.023307183,0.029888312,0.242105263,0.362637363,0.021457593,0.010121365,0.457644628,0.389344262,0.22459893,0.106870229,0.516483516,0.473684211,0.329758713,0.296875,0.07868494,0.262979684,0.696629213,Yes,0.64
Saint Joseph's College,0.015662425,0.023231015,0.028629857,0.115789474,0.263736264,0.018315135,0.100526677,0.394886364,0.53593947,0.180035651,0.083969466,0.494505495,0.855263158,0.662198391,0.125,0.021414972,0.33972912,0.785570668,Yes,0.84
Saint Joseph's University,0.050777914,0.073539493,0.116564417,0.4,0.681318681,0.07408583,0.060132814,0.537706612,0.7203657,0.113190731,0.219847328,0.835164835,0.868421053,0.399463807,0.203125,0.095330556,0.55530474,0.757776464,Yes,0.82
Saint Joseph College,0.004394643,0.006436134,0.009595721,0.2,0.472527473,0.012823768,0.0325624,0.509297521,0.444514502,0.24688057,0.106870229,0.868131868,0.868421053,0.233243968,0.5,0.103568534,0.308126411,0.7933767,Yes,0.74
Saint Louis University,0.066919376,0.105986747,0.14487966,0.452631579,0.637362637,0.140839259,0.052163957,0.482954545,0.465006305,0.31372549,1,0.835164835,0.921052632,0.056300268,0.296875,0.28618018,1,0.84234181,Yes,0.64
Saint Mary's College,0.016807948,0.025211364,0.056315872,0.263157895,0.56043956,0.041074149,0.001190749,0.536673554,0.430958386,0.180035651,0.194656489,0.725274725,0.934210526,0.198391421,0.484375,0.150413784,0.346388262,0.794914252,Yes,0.99
Saint Mary's College of Minnesota,0.016558016,0.027801051,0.052225893,0.136842105,0.285714286,0.035678009,0.00535837,0.436983471,0.286885246,0.135472371,0.087022901,0.659340659,0.657894737,0.436997319,0.296875,0.035723038,0.152370203,0.900059137,Yes,0.76
Saint Mary-of-the-Woods College,0.001437111,0.002208851,0.008337266,0.231578947,0.450549451,0.006411884,0.03512709,0.411157025,0.370428752,0.180035651,0.221374046,0.395604396,0.447368421,0.206434316,0.578125,0.122382039,0.322799097,0.84234181,Yes,0.73
Saint Michael's College,0.03809385,0.04981339,0.067327356,0.157894737,0.604395604,0.050025394,0.004808793,0.552169421,0.643127364,0.180035651,0.076335878,0.78021978,0.842105263,0.321715818,0.53125,0.132033857,0.410835214,0.671791839,Yes,0.83
Saint Olaf College,0.04513361,0.060971894,0.111687903,0.389473684,0.703296703,0.087258761,0.004762995,0.62035124,0.310529634,0.202317291,0.045801527,0.813186813,0.842105263,0.201072386,0.484375,0.175617848,0.155756208,0.697457126,Yes,0.82
Saint Peter's College,0.031762231,0.05107015,0.077866918,0.231578947,0.318681319,0.056564246,0.052805129,0.365082645,0.589533417,0.180035651,0.030534351,0.769230769,0.710526316,0.257372654,0.34375,0.084509963,0.338600451,0.8578356,Yes,0.48
